SMILES,TITLE,id,smiles,IUPAC Name,CAS,URL,ROCS_ShapeQuery,ROCS_TanimotoCombo,ROCS_ShapeTanimoto,ROCS_ColorTanimoto,ROCS_RefTversky,ROCS_RefColorTversky,ROCS_RefTverskyCombo,ROCS_FitTversky,ROCS_FitColorTversky,ROCS_FitTverskyCombo,ROCS_ColorScore,ROCS_Overlap,ROCS_Rank
c1c(c(cc(c1Br)O)F)C(=O)O,untitled-dbase-1325_2,EN300-223978,OC(=O)C=1C=C(Br)C(O)=CC1F,5-bromo-2-fluoro-4-hydroxybenzoic acid,1781790-71-3,https://www.enaminestore.com/catalog/EN300-223978,_x1604L0AP1_x0771L0AP1,0.881 ,0.529 ,0.353 ,0.465 ,0.425 ,0.890 ,1.351 ,0.673 ,2.024 ,-4.878,787.373,479                 
CCOc1cc(cc(c1O)Br)C2(CC2)NC,untitled-dbase-953_292,EN300-1920268,CCOC=1C=C(C=C(Br)C1O)C2(CC2)NC,2-bromo-6-ethoxy-4-[1-(methylamino)cyclopropyl]phenol,2229115-72-2,https://www.enaminestore.com/catalog/EN300-1920268,_x1604L0AP1_x0771L0AP1,0.881 ,0.619 ,0.262 ,0.548 ,0.339 ,0.887 ,1.265 ,0.536 ,1.802 ,-3.882,932.799,480                 
c1cc(c(c(c1)Br)O)C2(CCCC2)N,untitled-dbase-1611_21,EN300-1923066,NC1(CCCC1)C=2C=CC=C(Br)C2O,2-(1-aminocyclopentyl)-6-bromophenol,1704113-04-1,https://www.enaminestore.com/catalog/EN300-1923066,_x1604L0AP1_x0771L0AP1,0.881 ,0.560 ,0.321 ,0.499 ,0.396 ,0.896 ,1.277 ,0.628 ,1.905 ,-4.543,848.086,481                 
c1cc(c(c(c1)O)Br)C2(CC2)C=O,untitled-dbase-1177_27,EN300-1904495,OC=1C=CC=C(C1Br)C2(CC2)C=O,1-(2-bromo-3-hydroxyphenyl)cyclopropane-1-carbaldehyde,2228622-13-5,https://www.enaminestore.com/catalog/EN300-1904495,_x1604L0AP1_x0771L0AP1,0.881 ,0.468 ,0.413 ,0.435 ,0.430 ,0.865 ,1.192 ,0.915 ,2.107 ,-4.883,737.929,482                 
C[C@@H](C=O)c1cc(c(c(c1)Br)O)OC,untitled-dbase-1538_197,EN300-1927027,COC=1C=C(C=C(Br)C1O)C(C)C=O,2-(3-bromo-4-hydroxy-5-methoxyphenyl)propanal,2229361-58-2,https://www.enaminestore.com/catalog/EN300-1927027,_x1604L0AP1_x0771L0AP1,0.881 ,0.526 ,0.355 ,0.477 ,0.427 ,0.904 ,1.246 ,0.677 ,1.923 ,-4.897,809.334,483                 
c1cc(c(c(c1Cl)O)Br)Cl,untitled-dbase-51_0,EN300-198648,OC=1C(Cl)=CC=C(Cl)C1Br,"2-bromo-3,6-dichlorophenol",63862-91-9,https://www.enaminestore.com/catalog/EN300-198648,_x1604L0AP1_x0771L0AP1,0.881 ,0.429 ,0.452 ,0.384 ,0.432 ,0.816 ,1.377 ,1.114 ,2.491 ,-4.886,648.306,484                 
C[C@H](CCc1cc(c(c(c1)Br)O)OC)O,untitled-dbase-1236_614,EN300-1927035,COC=1C=C(CC[C@@H](C)O)C=C(Br)C1O,2-bromo-4-[(3R)-3-hydroxybutyl]-6-methoxyphenol,2227801-58-1,https://www.enaminestore.com/catalog/EN300-1927035,_x1604L0AP1_x0771L0AP1,0.881 ,0.574 ,0.307 ,0.510 ,0.383 ,0.894 ,1.277 ,0.607 ,1.884 ,-4.394,867.070,485                 
c1cc(c(c(c1)O)Br)C(CCO)(F)F,untitled-dbase-639_321,EN300-1950758,OCCC(F)(F)C=1C=CC=C(O)C1Br,"2-bromo-3-(1,1-difluoro-3-hydroxypropyl)phenol",2228923-56-4,https://www.enaminestore.com/catalog/EN300-1950758,_x1604L0AP1_x0771L0AP1,0.881 ,0.500 ,0.381 ,0.462 ,0.428 ,0.890 ,1.197 ,0.777 ,1.974 ,-4.883,784.388,486                 
c1cc(c(c(c1)Br)O)CN=[N+]=[N-],untitled-dbase-1372_46,EN300-1923150,OC=1C(Br)=CC=CC1CN=[N+]=[N-],2-(azidomethyl)-6-bromophenol,2228200-06-2,https://www.enaminestore.com/catalog/EN300-1923150,_x1604L0AP1_x0771L0AP1,0.881 ,0.552 ,0.329 ,0.476 ,0.343 ,0.819 ,1.410 ,0.886 ,2.296 ,-3.886,805.438,487                 
c1c(cc(c(c1[C@H]2CCNC2)O)Br)Cl,untitled-dbase-1437_7,EN300-1911866,OC=1C(Br)=CC(Cl)=CC1C2CCNC2,2-bromo-4-chloro-6-(pyrrolidin-3-yl)phenol,1260771-42-3,https://www.enaminestore.com/catalog/EN300-1911866,_x1604L0AP1_x0771L0AP1,0.881 ,0.583 ,0.298 ,0.510 ,0.374 ,0.884 ,1.326 ,0.593 ,1.919 ,-4.291,865.623,488                 
CNCCc1cc(c(c(c1)Br)O)OC,untitled-dbase-767_216,EN300-1896169,CNCCC=1C=C(Br)C(O)=C(OC)C1,2-bromo-6-methoxy-4-[2-(methylamino)ethyl]phenol,1342065-90-0,https://www.enaminestore.com/catalog/EN300-1896169,_x1604L0AP1_x0771L0AP1,0.880 ,0.526 ,0.355 ,0.475 ,0.427 ,0.902 ,1.257 ,0.677 ,1.934 ,-4.898,805.367,489                 
c1c(cc(c(c1c2cc(n[nH]2)N)O)Br)Cl,untitled-dbase-972_7,EN300-1922943,NC=1C=C(NN1)C=2C=C(Cl)C=C(Br)C2O,2-(3-amino-1H-pyrazol-5-yl)-6-bromo-4-chlorophenol,,https://www.enaminestore.com/catalog/EN300-1922943,_x1604L0AP1_x0771L0AP1,0.880 ,0.590 ,0.291 ,0.528 ,0.403 ,0.932 ,1.244 ,0.510 ,1.755 ,-4.667,898.856,490                 
c1cc(c(c(c1)O)Br)CC(=S)N,untitled-dbase-2179_62,EN300-1904632,NC(=S)CC=1C=CC=C(O)C1Br,2-(2-bromo-3-hydroxyphenyl)ethanethioamide,2228922-33-4,https://www.enaminestore.com/catalog/EN300-1904632,_x1604L0AP1_x0771L0AP1,0.880 ,0.467 ,0.413 ,0.423 ,0.430 ,0.852 ,1.290 ,0.915 ,2.205 ,-4.883,715.496,491                 
C[N@](Cc1cccc(c1Br)O)O,untitled-dbase-557_122,EN300-1904246,CN(O)CC=1C=CC=C(O)C1Br,2-bromo-3-{[hydroxy(methyl)amino]methyl}phenol,2229475-57-2,https://www.enaminestore.com/catalog/EN300-1904246,_x1604L0AP1_x0771L0AP1,0.880 ,0.467 ,0.413 ,0.425 ,0.430 ,0.854 ,1.272 ,0.915 ,2.187 ,-4.882,718.958,492                 
CCC(=O)c1ccc(c(c1)Br)O,untitled-dbase-2081_71,EN300-1276730,CCC(=O)C=1C=CC(O)=C(Br)C1,1-(3-bromo-4-hydroxyphenyl)propan-1-one,18430-72-3,https://www.enaminestore.com/catalog/EN300-1276730,_x1604L0AP1_x0771L0AP1,0.880 ,0.500 ,0.380 ,0.444 ,0.427 ,0.872 ,1.330 ,0.776 ,2.106 ,-4.878,752.393,493                 
COc1ccc(c(c1O)Br)[C@H](CO)N=[N+]=[N-],untitled-dbase-1640_296,EN300-1935943,COC=1C=CC(C(CO)N=[N+]=[N-])=C(Br)C1O,3-(1-azido-2-hydroxyethyl)-2-bromo-6-methoxyphenol,2229032-22-6,https://www.enaminestore.com/catalog/EN300-1935943,_x1604L0AP1_x0771L0AP1,0.880 ,0.606 ,0.274 ,0.541 ,0.350 ,0.892 ,1.248 ,0.555 ,1.803 ,-4.018,920.946,494                 
c1cc(c(c(c1)O)Br)CC=O,untitled-dbase-363_1,EN300-1904558,OC=1C=CC=C(CC=O)C1Br,2-(2-bromo-3-hydroxyphenyl)acetaldehyde,2229576-67-2,https://www.enaminestore.com/catalog/EN300-1904558,_x1604L0AP1_x0771L0AP1,0.880 ,0.467 ,0.413 ,0.417 ,0.430 ,0.847 ,1.344 ,0.915 ,2.259 ,-4.883,704.908,495                 
c1cc(c(c(c1)O)Br)C2(CC2)C3(CC3)N,untitled-dbase-761_55,EN300-1904815,NC1(CC1)C2(CC2)C=3C=CC=C(O)C3Br,3-[1-(1-aminocyclopropyl)cyclopropyl]-2-bromophenol,2229596-95-4,https://www.enaminestore.com/catalog/EN300-1904815,_x1604L0AP1_x0771L0AP1,0.880 ,0.499 ,0.381 ,0.471 ,0.428 ,0.899 ,1.136 ,0.777 ,1.912 ,-4.882,800.472,496                 
CCC(=O)c1cc(c(cc1F)O)Br,untitled-dbase-2003_17,EN300-1276577,CCC(=O)C=1C=C(Br)C(O)=CC1F,1-(5-bromo-2-fluoro-4-hydroxyphenyl)propan-1-one,1541607-36-6,https://www.enaminestore.com/catalog/EN300-1276577,_x1604L0AP1_x0771L0AP1,0.880 ,0.499 ,0.381 ,0.453 ,0.427 ,0.881 ,1.253 ,0.776 ,2.029 ,-4.879,768.701,497                 
CC(C)(C)OC(=O)c1cc(cc(c1O)Br)N,untitled-dbase-2000_84,EN300-27727461,CC(C)(C)OC(=O)C=1C=C(N)C=C(Br)C1O,tert-butyl 5-amino-3-bromo-2-hydroxybenzoate,2580214-97-5,https://www.enaminestore.com/catalog/EN300-27727461,_x1604L0AP1_x0771L0AP1,0.880 ,0.634 ,0.246 ,0.558 ,0.338 ,0.896 ,1.273 ,0.475 ,1.748 ,-3.887,949.798,498                 
CCOc1cc(cc(c1O)Br)[C@H](C)O,untitled-dbase-423_774,EN300-1920212,CCOC=1C=C(C=C(Br)C1O)[C@H](C)O,2-bromo-6-ethoxy-4-[(1S)-1-hydroxyethyl]phenol,2227780-70-1,https://www.enaminestore.com/catalog/EN300-1920212,_x1604L0AP1_x0771L0AP1,0.879 ,0.617 ,0.262 ,0.527 ,0.339 ,0.866 ,1.384 ,0.537 ,1.921 ,-3.886,894.218,499                 
CCCC(=O)c1cc(c(cc1Cl)O)Br,untitled-dbase-173_145,EN300-1276759,CCCC(=O)C=1C=C(Br)C(O)=CC1Cl,1-(5-bromo-2-chloro-4-hydroxyphenyl)butan-1-one,2163722-30-1,https://www.enaminestore.com/catalog/EN300-1276759,_x1604L0AP1_x0771L0AP1,0.879 ,0.499 ,0.381 ,0.457 ,0.427 ,0.885 ,1.221 ,0.776 ,1.997 ,-4.879,775.953,500                 
