SMILES,TITLE,id,smiles,IUPAC Name,CAS,URL,ROCS_ShapeQuery,ROCS_TanimotoCombo,ROCS_ShapeTanimoto,ROCS_ColorTanimoto,ROCS_RefTversky,ROCS_RefColorTversky,ROCS_RefTverskyCombo,ROCS_FitTversky,ROCS_FitColorTversky,ROCS_FitTverskyCombo,ROCS_ColorScore,ROCS_Overlap,ROCS_Rank
c1c(cc(c(c1C[C@H](CO)N)O)Br)Cl,untitled-dbase-920_122,EN300-1922879,NC(CO)CC=1C=C(Cl)C=C(Br)C1O,2-(2-amino-3-hydroxypropyl)-6-bromo-4-chlorophenol,1380141-03-6,https://www.enaminestore.com/catalog/EN300-1922879,_x1604L0AP1_x0771L0AP1,0.940 ,0.546 ,0.394 ,0.485 ,0.484 ,0.968 ,1.299 ,0.680 ,1.979 ,-5.569,822.279,62                  
COc1cc(cc(c1O)Br)CN=[N+]=[N-],untitled-dbase-1941_156,EN300-2004352,COC=1C=C(CN=[N+]=[N-])C=C(Br)C1O,4-(azidomethyl)-2-bromo-6-methoxyphenol,2228518-45-2,https://www.enaminestore.com/catalog/EN300-2004352,_x1604L0AP1_x0771L0AP1,0.940 ,0.525 ,0.415 ,0.477 ,0.431 ,0.908 ,1.237 ,0.917 ,2.154 ,-4.895,809.721,63                  
CC(=O)c1cc(c(cc1F)O)Br,untitled-dbase-149_0,EN300-1276899,CC(=O)C=1C=C(Br)C(O)=CC1F,1-(5-bromo-2-fluoro-4-hydroxyphenyl)ethan-1-one,1503357-95-6,https://www.enaminestore.com/catalog/EN300-1276899,_x1604L0AP1_x0771L0AP1,0.940 ,0.527 ,0.413 ,0.463 ,0.429 ,0.892 ,1.357 ,0.914 ,2.271 ,-4.878,783.673,64                  
c1cc(c(c(c1)O)Br)C2(CC2)CON,untitled-dbase-949_38,EN300-1904527,NOCC1(CC1)C=2C=CC=C(O)C2Br,3-{1-[(aminooxy)methyl]cyclopropyl}-2-bromophenol,2228963-77-5,https://www.enaminestore.com/catalog/EN300-1904527,_x1604L0AP1_x0771L0AP1,0.939 ,0.488 ,0.451 ,0.454 ,0.432 ,0.886 ,1.180 ,1.113 ,2.293 ,-4.883,771.134,65                  
C[C@@H](c1ccc(c(c1)Br)O)ON,untitled-dbase-666_6,EN300-1906349,CC(ON)C=1C=CC(O)=C(Br)C1,4-[1-(aminooxy)ethyl]-2-bromophenol,2228145-03-5,https://www.enaminestore.com/catalog/EN300-1906349,_x1604L0AP1_x0771L0AP1,0.939 ,0.488 ,0.451 ,0.437 ,0.431 ,0.868 ,1.314 ,1.112 ,2.426 ,-4.878,739.889,66                  
c1cc(c(cc1[S@](=O)[O-])O)Br,untitled-dbase-120_0,EN300-724388,[Na+].OC=1C=C(C=CC1Br)S(=O)[O-],sodium 4-bromo-3-hydroxybenzene-1-sulfinate,2137989-65-0,https://www.enaminestore.com/catalog/EN300-724388,_x1604L0AP1_x0771L0AP1,0.938 ,0.488 ,0.451 ,0.428 ,0.431 ,0.859 ,1.406 ,1.112 ,2.518 ,-4.877,722.599,67                  
c1cc(c(c(c1)Br)O)C2(CCC(CC2)O)N,untitled-dbase-1516_0,EN300-1923776,NC1(CCC(O)CC1)C=2C=CC=C(Br)C2O,2-(1-amino-4-hydroxycyclohexyl)-6-bromophenol,2228739-46-4,https://www.enaminestore.com/catalog/EN300-1923776,_x1604L0AP1_x0771L0AP1,0.938 ,0.568 ,0.370 ,0.520 ,0.484 ,1.003 ,1.195 ,0.612 ,1.807 ,-5.592,884.575,68                  
CCOc1cc(cc(c1O)Br)[C@H](C)ON,untitled-dbase-981_345,EN300-1920285,CCOC=1C=C(C=C(Br)C1O)C(C)ON,4-[1-(aminooxy)ethyl]-2-bromo-6-ethoxyphenol,2229624-89-7,https://www.enaminestore.com/catalog/EN300-1920285,_x1604L0AP1_x0771L0AP1,0.938 ,0.635 ,0.303 ,0.545 ,0.342 ,0.887 ,1.350 ,0.728 ,2.078 ,-3.884,926.370,69                  
c1cc(c(c(c1)O)Br)CCN=[N+]=[N-],untitled-dbase-1609_90,EN300-1904624,OC=1C=CC=C(CCN=[N+]=[N-])C1Br,3-(2-azidoethyl)-2-bromophenol,2228160-44-7,https://www.enaminestore.com/catalog/EN300-1904624,_x1604L0AP1_x0771L0AP1,0.938 ,0.487 ,0.451 ,0.444 ,0.431 ,0.876 ,1.245 ,1.113 ,2.357 ,-4.879,753.182,70                  
Cc1cc(c(cc1C(=O)C)Br)O,untitled-dbase-174_6,EN300-1276832,CC(=O)C=1C=C(Br)C(O)=CC1C,1-(5-bromo-4-hydroxy-2-methylphenyl)ethan-1-one,1783644-44-9,https://www.enaminestore.com/catalog/EN300-1276832,_x1604L0AP1_x0771L0AP1,0.938 ,0.525 ,0.413 ,0.460 ,0.429 ,0.889 ,1.366 ,0.914 ,2.281 ,-4.879,778.958,71                  
CCOc1cc(cc(c1O)Br)CON,untitled-dbase-2094_1471,EN300-1920281,CCOC=1C=C(CON)C=C(Br)C1O,4-[(aminooxy)methyl]-2-bromo-6-ethoxyphenol,2229470-14-6,https://www.enaminestore.com/catalog/EN300-1920281,_x1604L0AP1_x0771L0AP1,0.937 ,0.522 ,0.415 ,0.473 ,0.431 ,0.904 ,1.246 ,0.918 ,2.164 ,-4.898,802.867,72                  
CC(=O)CCc1cc(cc(c1O)Br)Cl,untitled-dbase-710_44,EN300-1922929,CC(=O)CCC=1C=C(Cl)C=C(Br)C1O,4-(3-bromo-5-chloro-2-hydroxyphenyl)butan-2-one,2228260-04-4,https://www.enaminestore.com/catalog/EN300-1922929,_x1604L0AP1_x0771L0AP1,0.936 ,0.573 ,0.363 ,0.501 ,0.392 ,0.892 ,1.337 ,0.834 ,2.172 ,-4.450,849.302,73                  
COc1cc(cc(c1O)Br)CCN=[N+]=[N-],untitled-dbase-2187_418,EN300-1925671,COC=1C=C(CCN=[N+]=[N-])C=C(Br)C1O,4-(2-azidoethyl)-2-bromo-6-methoxyphenol,2228242-76-8,https://www.enaminestore.com/catalog/EN300-1925671,_x1604L0AP1_x0771L0AP1,0.936 ,0.521 ,0.415 ,0.482 ,0.431 ,0.912 ,1.185 ,0.918 ,2.103 ,-4.897,818.324,74                  
Cn1c(c(cn1)N)c2cccc(c2Br)O,untitled-dbase-1955_4,EN300-2001790,CN1N=CC(N)=C1C=2C=CC=C(O)C2Br,3-(4-amino-1-methyl-1H-pyrazol-5-yl)-2-bromophenol,2228247-49-0,https://www.enaminestore.com/catalog/EN300-2001790,_x1604L0AP1_x0771L0AP1,0.936 ,0.605 ,0.330 ,0.538 ,0.425 ,0.963 ,1.259 ,0.598 ,1.857 ,-4.891,915.716,75                  
CC(C)(CC(=O)O)c1cccc(c1O)Br,untitled-dbase-895_29,EN300-1923104,CC(C)(CC(=O)O)C=1C=CC=C(Br)C1O,3-(3-bromo-2-hydroxyphenyl)-3-methylbutanoic acid,1891915-09-5,https://www.enaminestore.com/catalog/EN300-1923104,_x1604L0AP1_x0771L0AP1,0.935 ,0.549 ,0.386 ,0.499 ,0.477 ,0.976 ,1.226 ,0.670 ,1.896 ,-5.492,847.423,76                  
c1c(c(cc(c1F)F)Br)O,untitled-dbase-228_0,EN300-224945,OC=1C=C(F)C(F)=CC1Br,"2-bromo-4,5-difluorophenol",166281-37-4,https://www.enaminestore.com/catalog/EN300-224945,_x1604L0AP1_x0771L0AP1,0.935 ,0.484 ,0.451 ,0.421 ,0.431 ,0.853 ,1.442 ,1.113 ,2.555 ,-4.879,711.682,77                  
C[C@@H](c1cc(c(c(c1)Br)O)OC)ON,untitled-dbase-1753_253,EN300-1927005,COC=1C=C(C=C(Br)C1O)C(C)ON,4-[1-(aminooxy)ethyl]-2-bromo-6-methoxyphenol,2228424-95-9,https://www.enaminestore.com/catalog/EN300-1927005,_x1604L0AP1_x0771L0AP1,0.935 ,0.520 ,0.415 ,0.473 ,0.431 ,0.904 ,1.236 ,0.918 ,2.154 ,-4.898,802.352,78                  
Cc1cc(c(cc1Cl)O)Br,untitled-dbase-1482_0,EN300-248208,CC=1C=C(Br)C(O)=CC1Cl,2-bromo-5-chloro-4-methylphenol,1175754-49-0,https://www.enaminestore.com/catalog/EN300-248208,_x1604L0AP1_x0771L0AP1,0.934 ,0.483 ,0.451 ,0.418 ,0.431 ,0.849 ,1.479 ,1.113 ,2.592 ,-4.879,704.803,79                  
c1c(cc(c(c1[C@@H]2C[C@H]2CN)O)Br)Cl,untitled-dbase-1061_1,EN300-1922910,"NC[C@@H]1C[C@H]1C=2C=C(Cl)C=C(Br)C2O |&1:2,4,r|","rac-2-[(1R,2R)-2-(aminomethyl)cyclopropyl]-6-bromo-4-chlorophenol",2227816-36-4,https://www.enaminestore.com/catalog/EN300-1922910,_x1604L0AP1_x0771L0AP1,0.933 ,0.565 ,0.368 ,0.498 ,0.417 ,0.916 ,1.311 ,0.758 ,2.069 ,-4.765,845.519,80                  
c1c(cc(c(c1[C@@H]2C[C@H]2CN)O)Br)Cl,untitled-dbase-2168_1,EN300-1922913,NCC1CC1C=2C=C(Cl)C=C(Br)C2O,2-[2-(aminomethyl)cyclopropyl]-6-bromo-4-chlorophenol,2228446-57-7,https://www.enaminestore.com/catalog/EN300-1922913,_x1604L0AP1_x0771L0AP1,0.933 ,0.565 ,0.368 ,0.498 ,0.417 ,0.916 ,1.311 ,0.758 ,2.069 ,-4.765,845.524,81                  
CCOc1cc(cc(c1O)Br)CCS,untitled-dbase-462_1369,EN300-1920582,CCOC=1C=C(CCS)C=C(Br)C1O,2-bromo-6-ethoxy-4-(2-sulfanylethyl)phenol,2229367-79-5,https://www.enaminestore.com/catalog/EN300-1920582,_x1604L0AP1_x0771L0AP1,0.933 ,0.518 ,0.415 ,0.468 ,0.431 ,0.899 ,1.258 ,0.918 ,2.176 ,-4.898,794.547,82                  
C=C(CCN)c1cc(cc(c1O)Br)Cl,untitled-dbase-1597_181,EN300-1922942,NCCC(=C)C=1C=C(Cl)C=C(Br)C1O,2-(4-aminobut-1-en-2-yl)-6-bromo-4-chlorophenol,2228578-23-0,https://www.enaminestore.com/catalog/EN300-1922942,_x1604L0AP1_x0771L0AP1,0.932 ,0.609 ,0.323 ,0.520 ,0.398 ,0.918 ,1.391 ,0.631 ,2.022 ,-4.569,881.886,83                  
COC(=O)C[C@@H](c1ccc(c(c1)Br)O)O,untitled-dbase-368_1148,EN300-1906653,COC(=O)C[C@H](O)C=1C=CC(O)=C(Br)C1,methyl (3S)-3-(3-bromo-4-hydroxyphenyl)-3-hydroxypropanoate,2227818-97-3,https://www.enaminestore.com/catalog/EN300-1906653,_x1604L0AP1_x0771L0AP1,0.932 ,0.669 ,0.263 ,0.564 ,0.339 ,0.903 ,1.389 ,0.537 ,1.927 ,-3.889,958.001,84                  
COC(=O)C[C@@H](c1ccc(c(c1)Br)O)O,untitled-dbase-985_1148,EN300-1906655,COC(=O)CC(O)C=1C=CC(O)=C(Br)C1,methyl 3-(3-bromo-4-hydroxyphenyl)-3-hydroxypropanoate,2229562-01-8,https://www.enaminestore.com/catalog/EN300-1906655,_x1604L0AP1_x0771L0AP1,0.932 ,0.669 ,0.263 ,0.564 ,0.339 ,0.903 ,1.389 ,0.537 ,1.927 ,-3.889,958.001,85                  
c1c(c(c(c(c1F)C=O)F)Br)O,untitled-dbase-2278_5,EN300-29234197,OC=1C=C(F)C(C=O)=C(F)C1Br,"3-bromo-2,6-difluoro-4-hydroxybenzaldehyde",1780889-40-8,https://www.enaminestore.com/catalog/EN300-29234197,_x1604L0AP1_x0771L0AP1,0.932 ,0.519 ,0.413 ,0.459 ,0.429 ,0.889 ,1.333 ,0.915 ,2.248 ,-4.879,778.178,86                  
c1cc(c(c(c1)O)Br)CC(=O)C(F)(F)F,untitled-dbase-599_5,EN300-1950763,OC=1C=CC=C(CC(=O)C(F)(F)F)C1Br,"3-(2-bromo-3-hydroxyphenyl)-1,1,1-trifluoropropan-2-one",2228581-72-2,https://www.enaminestore.com/catalog/EN300-1950763,_x1604L0AP1_x0771L0AP1,0.931 ,0.518 ,0.413 ,0.483 ,0.429 ,0.913 ,1.163 ,0.915 ,2.078 ,-4.881,821.699,87                  
c1cc(c(cc1CCS)Br)O,untitled-dbase-788_47,EN300-1905156,OC=1C=CC(CCS)=CC1Br,2-bromo-4-(2-sulfanylethyl)phenol,2229360-45-4,https://www.enaminestore.com/catalog/EN300-1905156,_x1604L0AP1_x0771L0AP1,0.931 ,0.481 ,0.451 ,0.422 ,0.431 ,0.853 ,1.403 ,1.112 ,2.516 ,-4.878,713.511,88                  
C[C@H](C1(CC1)c2cccc(c2O)Br)O,untitled-dbase-913_61,EN300-1923450,CC(O)C1(CC1)C=2C=CC=C(Br)C2O,2-bromo-6-[1-(1-hydroxyethyl)cyclopropyl]phenol,2228263-59-8,https://www.enaminestore.com/catalog/EN300-1923450,_x1604L0AP1_x0771L0AP1,0.931 ,0.406 ,0.526 ,0.401 ,0.534 ,0.935 ,1.033 ,0.970 ,2.003 ,-6.098,679.948,89                  
c1c(cc(c(c1CCCCN)O)Br)Cl,untitled-dbase-1227_67,EN300-1922922,NCCCCC=1C=C(Cl)C=C(Br)C1O,2-(4-aminobutyl)-6-bromo-4-chlorophenol,2228548-30-7,https://www.enaminestore.com/catalog/EN300-1922922,_x1604L0AP1_x0771L0AP1,0.930 ,0.577 ,0.354 ,0.500 ,0.405 ,0.906 ,1.359 ,0.736 ,2.095 ,-4.626,848.607,90                  
c1cc(c(cc1CS)Br)O,untitled-dbase-143_33,EN300-1288750,OC=1C=CC(CS)=CC1Br,2-bromo-4-(sulfanylmethyl)phenol,1895992-66-1,https://www.enaminestore.com/catalog/EN300-1288750,_x1604L0AP1_x0771L0AP1,0.930 ,0.479 ,0.451 ,0.414 ,0.431 ,0.846 ,1.480 ,1.113 ,2.593 ,-4.878,699.544,91                  
CC(C)(CO)c1cc(cc(c1O)Br)Cl,untitled-dbase-1259_58,EN300-1922598,CC(C)(CO)C=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-(1-hydroxy-2-methylpropan-2-yl)phenol,2228239-92-5,https://www.enaminestore.com/catalog/EN300-1922598,_x1604L0AP1_x0771L0AP1,0.929 ,0.446 ,0.483 ,0.425 ,0.531 ,0.956 ,1.129 ,0.842 ,1.971 ,-6.092,720.421,92                  
COc1cc(cc(c1O)Br)CON,untitled-dbase-465_242,EN300-1926992,COC=1C=C(CON)C=C(Br)C1O,4-[(aminooxy)methyl]-2-bromo-6-methoxyphenol,2229002-57-5,https://www.enaminestore.com/catalog/EN300-1926992,_x1604L0AP1_x0771L0AP1,0.929 ,0.517 ,0.412 ,0.463 ,0.428 ,0.891 ,1.293 ,0.913 ,2.205 ,-4.869,784.714,93                  
c1c(cc(c(c1CCN=[N+]=[N-])O)Br)Cl,untitled-dbase-1757_22,EN300-1922928,OC=1C(Br)=CC(Cl)=CC1CCN=[N+]=[N-],2-(2-azidoethyl)-6-bromo-4-chlorophenol,2228201-41-8,https://www.enaminestore.com/catalog/EN300-1922928,_x1604L0AP1_x0771L0AP1,0.928 ,0.599 ,0.329 ,0.516 ,0.343 ,0.860 ,1.366 ,0.886 ,2.252 ,-3.887,876.315,94                  
c1c(cc(c(c1[C@H](CO)N)O)Br)Cl,untitled-dbase-502_26,EN300-1914424,N[C@@H](CO)C=1C=C(Cl)C=C(Br)C1O,2-[(1R)-1-amino-2-hydroxyethyl]-6-bromo-4-chlorophenol,1212807-06-1,https://www.enaminestore.com/catalog/EN300-1914424,_x1604L0AP1_x0771L0AP1,0.928 ,0.440 ,0.488 ,0.414 ,0.561 ,0.975 ,1.171 ,0.789 ,1.961 ,-6.460,700.903,95                  
CC(C)(c1cccc(c1O)Br)[C@@H](C(=O)O)O,untitled-dbase-512_70,EN300-1923119,CC(C)(C(O)C(=O)O)C=1C=CC=C(Br)C1O,3-(3-bromo-2-hydroxyphenyl)-2-hydroxy-3-methylbutanoic acid,2228871-69-8,https://www.enaminestore.com/catalog/EN300-1923119,_x1604L0AP1_x0771L0AP1,0.928 ,0.584 ,0.344 ,0.528 ,0.479 ,1.007 ,1.219 ,0.550 ,1.770 ,-5.560,898.857,96                  
c1c(c(cc(c1Br)O)F)C=O,untitled-dbase-1514_2,EN300-1276385,OC=1C=C(F)C(C=O)=CC1Br,5-bromo-2-fluoro-4-hydroxybenzaldehyde,914397-21-0,https://www.enaminestore.com/catalog/EN300-1276385,_x1604L0AP1_x0771L0AP1,0.927 ,0.515 ,0.413 ,0.447 ,0.429 ,0.876 ,1.416 ,0.915 ,2.331 ,-4.879,756.070,97                  
CC(C)(c1cc(cc(c1O)Br)Cl)NC,untitled-dbase-918_8,EN300-1922939,CNC(C)(C)C=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-[2-(methylamino)propan-2-yl]phenol,2228379-79-9,https://www.enaminestore.com/catalog/EN300-1922939,_x1604L0AP1_x0771L0AP1,0.927 ,0.582 ,0.345 ,0.507 ,0.419 ,0.926 ,1.340 ,0.663 ,2.003 ,-4.799,860.650,98                  
CC(C)(CN)c1cc(cc(c1O)Br)Cl,untitled-dbase-448_19,EN300-1922601,CC(C)(CN)C=1C=C(Cl)C=C(Br)C1O,2-(1-amino-2-methylpropan-2-yl)-6-bromo-4-chlorophenol,2228872-78-2,https://www.enaminestore.com/catalog/EN300-1922601,_x1604L0AP1_x0771L0AP1,0.927 ,0.582 ,0.345 ,0.506 ,0.418 ,0.924 ,1.348 ,0.663 ,2.011 ,-4.797,858.232,99                  
c1c(cc(c(c1[C@H](CCN)F)O)Br)Cl,untitled-dbase-1279_6,EN300-1922901,NCCC(F)C=1C=C(Cl)C=C(Br)C1O,2-(3-amino-1-fluoropropyl)-6-bromo-4-chlorophenol,2228514-23-4,https://www.enaminestore.com/catalog/EN300-1922901,_x1604L0AP1_x0771L0AP1,0.927 ,0.564 ,0.363 ,0.495 ,0.413 ,0.908 ,1.325 ,0.750 ,2.075 ,-4.715,839.958,100                 
C[C@H](CON)c1cc(c(c(c1)Br)O)OC,untitled-dbase-1440_400,EN300-1927002,COC=1C=C(C=C(Br)C1O)C(C)CON,4-[1-(aminooxy)propan-2-yl]-2-bromo-6-methoxyphenol,2229368-29-8,https://www.enaminestore.com/catalog/EN300-1927002,_x1604L0AP1_x0771L0AP1,0.927 ,0.544 ,0.382 ,0.494 ,0.429 ,0.923 ,1.229 ,0.779 ,2.008 ,-4.897,839.548,101                 
c1cc(c(cc1C2(CC2)CON)Br)O,untitled-dbase-1222_141,EN300-1906344,NOCC1(CC1)C=2C=CC(O)=C(Br)C2,4-{1-[(aminooxy)methyl]cyclopropyl}-2-bromophenol,2229616-29-7,https://www.enaminestore.com/catalog/EN300-1906344,_x1604L0AP1_x0771L0AP1,0.926 ,0.476 ,0.451 ,0.446 ,0.431 ,0.877 ,1.161 ,1.112 ,2.273 ,-4.878,757.494,102                 
C[C@H](CCc1cc(cc(c1O)Br)Cl)N,untitled-dbase-2114_11,EN300-1922589,C[C@@H](N)CCC=1C=C(Cl)C=C(Br)C1O,2-[(3R)-3-aminobutyl]-6-bromo-4-chlorophenol,2227916-57-4,https://www.enaminestore.com/catalog/EN300-1922589,_x1604L0AP1_x0771L0AP1,0.926 ,0.567 ,0.360 ,0.496 ,0.410 ,0.906 ,1.336 ,0.745 ,2.081 ,-4.684,841.257,103                 
c1cc(c(cc1CCON)Br)O,untitled-dbase-1269_169,EN300-1906339,NOCCC=1C=CC(O)=C(Br)C1,4-[2-(aminooxy)ethyl]-2-bromophenol,1891556-17-4,https://www.enaminestore.com/catalog/EN300-1906339,_x1604L0AP1_x0771L0AP1,0.926 ,0.476 ,0.451 ,0.429 ,0.431 ,0.860 ,1.300 ,1.112 ,2.412 ,-4.877,725.468,104                 
c1cc(c(c(c1O)Br)C(F)(F)F)F,untitled-dbase-1481_0,EN300-7504014,OC=1C=CC(F)=C(C1Br)C(F)(F)F,2-bromo-4-fluoro-3-(trifluoromethyl)phenol,1805498-52-5,https://www.enaminestore.com/catalog/EN300-7504014,_x1604L0AP1_x0771L0AP1,0.926 ,0.474 ,0.451 ,0.442 ,0.431 ,0.874 ,1.180 ,1.113 ,2.294 ,-4.883,750.504,105                 
COC(=O)c1ccc(c(c1)O)Br,untitled-dbase-1462_0,EN300-198690,COC(=O)C=1C=CC(Br)=C(O)C1,methyl 4-bromo-3-hydroxybenzoate,106291-80-9,https://www.enaminestore.com/catalog/EN300-198690,_x1604L0AP1_x0771L0AP1,0.926 ,0.513 ,0.413 ,0.454 ,0.429 ,0.883 ,1.338 ,0.914 ,2.252 ,-4.878,769.184,106                 
c1cc(c(c(c1)OC(F)(F)F)Br)O,untitled-dbase-87_21,EN300-256632,OC=1C=CC=C(OC(F)(F)F)C1Br,2-bromo-3-(trifluoromethoxy)phenol,1392059-76-5,https://www.enaminestore.com/catalog/EN300-256632,_x1604L0AP1_x0771L0AP1,0.925 ,0.512 ,0.413 ,0.465 ,0.429 ,0.894 ,1.249 ,0.915 ,2.164 ,-4.881,788.439,107                 
Cc1cc(c(cc1C=O)Br)O,untitled-dbase-195_2,EN300-1276582,CC=1C=C(O)C(Br)=CC1C=O,5-bromo-4-hydroxy-2-methylbenzaldehyde,1232911-14-6,https://www.enaminestore.com/catalog/EN300-1276582,_x1604L0AP1_x0771L0AP1,0.925 ,0.513 ,0.413 ,0.445 ,0.429 ,0.874 ,1.423 ,0.914 ,2.338 ,-4.879,752.089,108                 
c1cc(c(c(c1)O)Br)c2c(cno2)N,untitled-dbase-391_5,EN300-1904648,NC=1C=NOC1C=2C=CC=C(O)C2Br,"3-(4-amino-1,2-oxazol-5-yl)-2-bromophenol",2228321-30-8,https://www.enaminestore.com/catalog/EN300-1904648,_x1604L0AP1_x0771L0AP1,0.925 ,0.572 ,0.353 ,0.511 ,0.446 ,0.957 ,1.268 ,0.628 ,1.895 ,-5.137,867.730,109                 
CC(=O)c1cc(c(cc1Cl)O)Br,untitled-dbase-150_1,EN300-1276900,CC(=O)C=1C=C(Br)C(O)=CC1Cl,1-(5-bromo-2-chloro-4-hydroxyphenyl)ethan-1-one,2144008-66-0,https://www.enaminestore.com/catalog/EN300-1276900,_x1604L0AP1_x0771L0AP1,0.925 ,0.512 ,0.413 ,0.451 ,0.429 ,0.881 ,1.357 ,0.914 ,2.271 ,-4.879,764.237,110                 
c1cc(c(c(c1)Br)O)[C@H](CCO)N,untitled-dbase-1719_70,EN300-1896540,NC(CCO)C=1C=CC=C(Br)C1O,2-(1-amino-3-hydroxypropyl)-6-bromophenol,1337462-85-7,https://www.enaminestore.com/catalog/EN300-1896540,_x1604L0AP1_x0771L0AP1,0.925 ,0.518 ,0.407 ,0.462 ,0.494 ,0.956 ,1.309 ,0.696 ,2.004 ,-5.694,782.446,111                 
c1c(cc(c(c1CNN)O)Br)Cl,untitled-dbase-381_1,EN300-1926027,NNCC=1C=C(Cl)C=C(Br)C1O,2-bromo-4-chloro-6-(hydrazinylmethyl)phenol,1049104-38-2,https://www.enaminestore.com/catalog/EN300-1926027,_x1604L0AP1_x0771L0AP1,0.925 ,0.456 ,0.468 ,0.416 ,0.501 ,0.917 ,1.267 ,0.877 ,2.144 ,-5.728,704.435,112                 
c1c(cc(c(c1/C=C/C=O)O)Br)Cl,untitled-dbase-740_1,EN300-1894111,OC=1C(Br)=CC(Cl)=CC1C=CC=O,3-(3-bromo-5-chloro-2-hydroxyphenyl)prop-2-enal,1216325-94-8,https://www.enaminestore.com/catalog/EN300-1894111,_x1604L0AP1_x0771L0AP1,0.925 ,0.528 ,0.396 ,0.468 ,0.417 ,0.885 ,1.323 ,0.888 ,2.211 ,-4.740,793.057,113                 
c1cc(c(c(c1)O)Br)CCON,untitled-dbase-1589_20,EN300-1904522,NOCCC=1C=CC=C(O)C1Br,3-[2-(aminooxy)ethyl]-2-bromophenol,2228574-21-6,https://www.enaminestore.com/catalog/EN300-1904522,_x1604L0AP1_x0771L0AP1,0.924 ,0.473 ,0.451 ,0.427 ,0.432 ,0.858 ,1.297 ,1.114 ,2.410 ,-4.883,722.396,114                 
C[C@H](CON)c1cccc(c1O)Br,untitled-dbase-1055_59,EN300-1923144,CC(CON)C=1C=CC=C(Br)C1O,2-[1-(aminooxy)propan-2-yl]-6-bromophenol,2228480-13-3,https://www.enaminestore.com/catalog/EN300-1923144,_x1604L0AP1_x0771L0AP1,0.924 ,0.531 ,0.394 ,0.469 ,0.415 ,0.884 ,1.328 ,0.884 ,2.212 ,-4.718,795.171,115                 
c1cc(c(c(c1)O)Br)CON,untitled-dbase-1406_43,EN300-1904519,NOCC=1C=CC=C(O)C1Br,3-[(aminooxy)methyl]-2-bromophenol,20978-38-5,https://www.enaminestore.com/catalog/EN300-1904519,_x1604L0AP1_x0771L0AP1,0.924 ,0.473 ,0.451 ,0.420 ,0.432 ,0.852 ,1.361 ,1.113 ,2.474 ,-4.883,710.096,116                 
c1cc(c(c(c1)O)Br)CC2(CC2)CO,untitled-dbase-397_65,EN300-1904805,OCC1(CC=2C=CC=C(O)C2Br)CC1,2-bromo-3-{[1-(hydroxymethyl)cyclopropyl]methyl}phenol,2229356-05-0,https://www.enaminestore.com/catalog/EN300-1904805,_x1604L0AP1_x0771L0AP1,0.924 ,0.444 ,0.480 ,0.425 ,0.503 ,0.928 ,1.107 ,0.913 ,2.021 ,-5.740,721.859,117                 
c1cncc2c1cc(c(c2S(=O)(=O)Cl)O)Br,untitled-dbase-2303_8,EN300-43394975,OC=1C(Br)=CC=2C=CN=CC2C1S(=O)(=O)Cl,6-bromo-7-hydroxyisoquinoline-8-sulfonyl chloride,,https://www.enaminestore.com/catalog/EN300-43394975,_x1604L0AP1_x0771L0AP1,0.922 ,0.541 ,0.381 ,0.505 ,0.428 ,0.933 ,1.153 ,0.776 ,1.930 ,-4.884,859.812,118                 
C[C@@H](c1cccc(c1Br)O)ON,untitled-dbase-1742_40,EN300-1904532,CC(ON)C=1C=CC=C(O)C1Br,3-[1-(aminooxy)ethyl]-2-bromophenol,2229348-42-7,https://www.enaminestore.com/catalog/EN300-1904532,_x1604L0AP1_x0771L0AP1,0.922 ,0.470 ,0.451 ,0.427 ,0.432 ,0.858 ,1.280 ,1.114 ,2.393 ,-4.883,722.069,119                 
c1c(cc(c(c1CN=[N+]=[N-])O)Br)Cl,untitled-dbase-486_46,EN300-1922886,OC=1C(Br)=CC(Cl)=CC1CN=[N+]=[N-],2-(azidomethyl)-6-bromo-4-chlorophenol,2229143-99-9,https://www.enaminestore.com/catalog/EN300-1922886,_x1604L0AP1_x0771L0AP1,0.922 ,0.593 ,0.329 ,0.505 ,0.343 ,0.848 ,1.415 ,0.886 ,2.301 ,-3.885,856.088,120                 
Cc1cc(c(c2c1cccn2)O)Br,untitled-dbase-1300_0,EN300-25989833,CC=1C=C(Br)C(O)=C2N=CC=CC12,7-bromo-5-methylquinolin-8-ol,7175-09-9,https://www.enaminestore.com/catalog/EN300-25989833,_x1604L0AP1_x0771L0AP1,0.920 ,0.546 ,0.375 ,0.486 ,0.423 ,0.909 ,1.287 ,0.767 ,2.054 ,-4.829,825.234,121                 
c1cc(c(cc1C(=O)CCl)Br)O,untitled-dbase-853_77,EN300-1911789,OC=1C=CC(=CC1Br)C(=O)CCl,1-(3-bromo-4-hydroxyphenyl)-2-chloroethan-1-one,1807163-83-2,https://www.enaminestore.com/catalog/EN300-1911789,_x1604L0AP1_x0771L0AP1,0.920 ,0.507 ,0.413 ,0.448 ,0.429 ,0.877 ,1.354 ,0.914 ,2.268 ,-4.878,758.277,122                 
